  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 53032 53026   0 일03AM ??         0:51.38 /Applications/Notion Calendar.app/Contents/Frameworks/Notion Calendar Helper.app/Contents/MacOS/Notion Calendar Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --user-data-dir=/Users/dabin/Library/Application Support/Notion Calendar --shared-files --field-trial-handle=1718379636,r,12791925535946016697,14719757847376601188,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=33
  501 53034 53026   0 일03AM ??         5:58.62 /Applications/Notion Calendar.app/Contents/Frameworks/Notion Calendar Helper (Renderer).app/Contents/MacOS/Notion Calendar Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/Notion Calendar --app-path=/Applications/Notion Calendar.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1757491148216359 --launch-time-ticks=339888730349 --shared-files --field-trial-handle=1718379636,r,12791925535946016697,14719757847376601188,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=62
  501 53050     1   0 일03AM ??         0:14.16 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501 53053     1   0 일03AM ??         0:06.08 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
  501 53164     1   0 일03AM ??         0:25.05 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
  501 53197     1   0 일03AM ??         0:13.50 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
  501 53355     1   0 일03AM ??         0:05.43 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
  501 53424     1   0 수06AM ??         0:04.58 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
  501 55681     1   0 일04AM ??         0:09.53 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  501 58294     1   0 목12#오전 ??         0:06.88 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501 58370     1   0 목01#오전 ??         0:02.43 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
  501 58375     1   0 목01#오전 ??         0:03.57 /usr/libexec/swcd
    0 58392     1   0 목01#오전 ??         0:00.34 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
  501 58396     1   0 목01#오전 ??         0:07.57 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
    0 58402     1   0 목01#오전 ??         0:01.54 /usr/libexec/sandboxd
  501 58403     1   0 목01#오전 ??         0:05.46 /usr/libexec/linkd
    0 58404     1   0 목01#오전 ??         0:35.05 /usr/libexec/coreduetd
    0 58410     1   0 목01#오전 ??         2:27.97 /usr/libexec/mobileassetd
  501 58423     1   0 목01#오전 ??         0:00.50 /usr/libexec/keyboardservicesd
    0 58443     1   0 목01#오전 ??         0:02.27 /usr/libexec/rtcreportingd
  501 58484     1   0 목01#오전 ??         0:03.17 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  501 58486     1   0 목01#오전 ??         0:11.34 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  501 58512     1   0 목01#오전 ??         0:11.67 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -u
  501 58513     1   0 목01#오전 ??         4:37.99 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  501 58534     1   0 목01#오전 ??         0:02.31 /usr/libexec/inputanalyticsd
    0 58536     1   0 목01#오전 ??         0:10.27 /usr/libexec/sysmond
  501 58543     1   0 목01#오전 ??         0:25.41 /usr/libexec/networkserviceproxy
  501 58621     1   0 목01#오전 ??         0:14.98 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
    0 58623     1   0 목01#오전 ??         0:01.64 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
  501 58855     1   0 목09#오전 ??         0:01.62 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  501 58887     1   0 목09#오전 ??         8:01.19 /Applications/CrystalFetch.app/Contents/MacOS/CrystalFetch
  501 59180     1   0 일05AM ??         0:03.80 /usr/libexec/neagent
  265 59257     1   0 일05AM ??         0:08.09 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  501 59261     1   0 일05AM ??         0:02.68 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501 59500     1   0 일06AM ??         0:04.60 /System/Library/CoreServices/ControlCenter.app/Contents/XPCServices/ControlCenterHelper.xpc/Contents/MacOS/ControlCenterHelper
  200 59623     1   0 일06AM ??         0:44.55 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
  501 59686     1   0 일06AM ??         0:09.23 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
  501 60124     1   0 월09#오전 ??         1:36.03 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  501 60609     1   0 월10#오전 ??         0:07.56 /System/Library/PrivateFrameworks/PaperKit.framework/Contents/LinkedNotesUIService.app/Contents/MacOS/LinkedNotesUIService
  501 61887     1   0 목10#오전 ??         0:05.99 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 61890     1   0 목10#오전 ??         0:01.47 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 64278     1   0 목01AM ??         0:00.43 /usr/libexec/dmd
  501 64279     1   0 목01AM ??         0:00.22 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501 64285     1   0 목01AM ??         0:00.22 /System/Library/CoreServices/pbs
    0 64393     1   0 목01AM ??         0:00.79 /usr/libexec/biometrickitd --launchd
  501 64508     1   0 목01AM ??         0:04.93 /usr/libexec/studentd
  501 64701     1   0 목02AM ??         2:34.06 /Applications/Goodnotes.app/Contents/MacOS/Goodnotes
  501 66382     1   0 목02AM ??         0:01.67 /System/Library/CoreServices/iconservicesagent
  240 66383     1   0 목02AM ??         0:00.12 /System/Library/CoreServices/iconservicesd
  501 67013     1   0 목02AM ??         0:02.67 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  501 69449     1   0 월08AM ??         0:00.07 /usr/bin/ssh-agent -l
  501 69541     1   0 목02AM ??         0:56.49 /Applications/Discord.app/Contents/MacOS/Discord
  501 69542     1   0 목02AM ??         0:00.92 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501 69544     1   0 목02AM ??         0:00.03 /Applications/Discord.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/dabin/Library/Application Support/discord/Crashpad --url=https://f.a.k/e --annotation=_productName=discord --annotation=_version=0.0.361 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=35.3.0 --handshake-fd=20
  501 69547 69541   0 목02AM ??         0:06.72 /Applications/Discord.app/Contents/Frameworks/Discord Helper (GPU).app/Contents/MacOS/Discord Helper (GPU) --type=gpu-process --user-data-dir=/Users/dabin/Library/Application Support/discord --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,5556218941806110806,17414631203913554690,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MacWebContentsOcclusion,MediaSessionService,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --seatbelt-client=35
  501 69549 69541   0 목02AM ??         0:09.02 /Applications/Discord.app/Contents/Frameworks/Discord Helper.app/Contents/MacOS/Discord Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/dabin/Library/Application Support/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files --field-trial-handle=1718379636,r,5556218941806110806,17414631203913554690,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MacWebContentsOcclusion,MediaSessionService,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --seatbelt-client=38
  501 69550     1   0 목02AM ??         0:02.01 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
  501 69557     1   0 목02AM ??         0:00.12 /System/Library/ExtensionKit/Extensions/PackageThumbnailExtension.appex/Contents/MacOS/PackageThumbnailExtension
  501 69568 69541   0 목02AM ??         7:29.01 /Applications/Discord.app/Contents/Frameworks/Discord Helper (Renderer).app/Contents/MacOS/Discord Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --app-path=/Applications/Discord.app/Contents/Resources/app.asar --no-sandbox --no-zygote --enable-blink-features=EnumerateDevices,AudioOutputDevices --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1757720704137570 --launch-time-ticks=453825500475 --shared-files --field-trial-handle=1718379636,r,5556218941806110806,17414631203913554690,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MacWebContentsOcclusion,MediaSessionService,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-node-leakage-in-renderers
  501 69574 69541   0 목02AM ??         0:02.07 /Applications/Discord.app/Contents/Frameworks/Discord Helper.app/Contents/MacOS/Discord Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/dabin/Library/Application Support/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files --field-trial-handle=1718379636,r,5556218941806110806,17414631203913554690,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MacWebContentsOcclusion,MediaSessionService,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --seatbelt-client=77
  501 69575 69541   0 목02AM ??         0:02.54 /Applications/Discord.app/Contents/Frameworks/Discord Helper (Plugin).app/Contents/MacOS/Discord Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/dabin/Library/Application Support/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files --field-trial-handle=1718379636,r,5556218941806110806,17414631203913554690,262144 --enable-features=ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MacWebContentsOcclusion,MediaSessionService,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
    0 69586     1   0 목02AM ??         0:02.69 /usr/libexec/audioanalyticsd
    0 69595     1   0 목02AM ??         0:00.12 /usr/libexec/online-auth-agent
  501 69599     1   0 목02AM ??         0:01.38 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
    0 69600     1   0 목02AM ??         0:01.27 /usr/libexec/securityd_system
  501 69615     1   0 목02AM ??         0:00.65 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
    0 69658     1   0 목02AM ??         0:01.35 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
  501 69665     1   0 목02AM ??         0:03.38 /usr/libexec/secinitd
    0 69668     1   0 목02AM ??         0:00.80 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
    0 69671     1   0 목02AM ??         0:00.35 /System/Library/CoreServices/osanalyticshelper server-init
    0 69912     1   0 목02AM ??         0:00.87 /usr/libexec/amfid
  501 69916     1   0 월08AM ??         0:00.01 ssh-agent -s
    0 70093     1   0 목02AM ??         0:00.48 /usr/libexec/powerdatad
  501 70094     1   0 목02AM ??         0:19.55 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  205 70135     1   0 목02AM ??         0:01.91 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0 70205     1   0 목02AM ??         0:21.19 /usr/libexec/findmybeaconingd
  501 70207     1   0 목02AM ??         0:00.91 /usr/libexec/swtransparencyd
  501 70208     1   0 목02AM ??         0:00.71 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501 70394     1   0 목03AM ??         0:02.08 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501 70602     1   0 목03AM ??         0:20.32 /Applications/Visual Studio Code.app/Contents/MacOS/Electron .
  501 70605     1   0 목03AM ??         0:00.05 /Applications/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/dabin/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=626acdef-d113-4c5e-9862-0f0572c70b85&iid=626acdef-d113-4c5e-9862-0f0572c70b85&sid=626acdef-d113-4c5e-9862-0f0572c70b85 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.1 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
  501 70606 70602   0 목03AM ??         0:03.47 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/dabin/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,14196250847565251461,3398428009898427729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=32
  501 70607 70602   0 목03AM ??         0:04.71 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --user-data-dir=/Users/dabin/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14196250847565251461,3398428009898427729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=32
  501 70608     1   0 목03AM ??         0:00.36 /System/Library/CoreServices/ScopedBookmarkAgent
  501 70611 70602   0 목03AM ??         0:24.90 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/dabin/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14196250847565251461,3398428009898427729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
  501 70678     1   0 목03AM ??         0:02.56 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
    0 71495     1   0 목03AM ??         0:01.95 /usr/sbin/spindump
  501 71616 70602   0 목03AM ??         0:03.27 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/dabin/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14196250847565251461,3398428009898427729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
  501 72081     1   0 목03AM ??         0:01.68 /usr/libexec/mlhostd
  501 72900     1   0 목03AM ??         0:05.89 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 72901     1   0 목03AM ??         0:01.33 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 72902     1   0 목03AM ??         0:00.02 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  501 72903     1   0 목03AM ??         0:01.09 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  501 72905     1   0 목03AM ??         0:00.52 /System/Library/ExtensionKit/Extensions/ImageThumbnailExtension.appex/Contents/MacOS/ImageThumbnailExtension
  501 73238     1   0 목03AM ??         0:00.19 /System/Library/ExtensionKit/Extensions/AudiovisualThumbnailExtension.appex/Contents/MacOS/AudiovisualThumbnailExtension
  501 73475     1   0 목03AM ??         0:02.04 cloudphotod
  501 73487     1   0 목03AM ??         0:05.64 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
    0 75715     1   0 화10#오전 ??         0:00.89 /usr/libexec/usermanagerd -t 15
  501 75724     1   0 목03AM ??         0:00.80 /System/Cryptexes/App/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  501 75729     1   0 목03AM ??         0:00.34 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  501 75733     1   0 목03AM ??         0:00.17 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  501 75746 84443   0 목03AM ??         0:08.72 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --extension-process --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1387 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=457206984211 --shared-files --metrics-shmem-handle=1752395122,r,4812154550331255763,13298647806424907637,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=139
  501 75865     1   0 화10#오전 ??         0:34.96 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
  501 75907     1   0 목04AM ??         0:05.18 /usr/libexec/transparencyd
  501 75909     1   0 목04AM ??         0:00.22 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501 75937     1   0 목04AM ??         0:01.67 /usr/libexec/milod
  501 75972 84443   0 목04AM ??         0:22.63 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1418 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=458819766866 --shared-files --metrics-shmem-handle=1752395122,r,10410687906517738505,9011052909718204117,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=209
  501 76154     1   0 목06AM ??         0:04.97 /usr/libexec/gamed
  501 76763     1   0 화10#오전 ??         0:03.39 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
  501 76776     1   0  5:35AM ??         6:06.72 /Applications/UTM.app/Contents/MacOS/UTM
  501 76778     1   0  5:35AM ??         0:00.06 /Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMUHelper
    0 76781     1   0  5:35AM ??         0:00.47 /usr/libexec/InternetSharing
  501 76812     1   0  5:37AM ??         0:03.72 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 76813     1   0  5:37AM ??         0:00.49 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
   -2 76945     1   0  5:49AM ??         0:00.05 /usr/libexec/dhcp6d
  501 76946     1   0  5:49AM ??         0:00.50 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
  501 77031 76778   0  6:16AM ??         0:00.86 /Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMULauncher.app/Contents/MacOS/QEMULauncher /Applications/UTM.app/Contents/Frameworks/swtpm.0.framework/Versions/A/swtpm.0 --ctrl type=unixio,path=4653D605-3BA7-4567-AD4D-DC04767E1E02.swtpm,terminate --tpmstate backend-uri=file:///Users/dabin/Library/Containers/com.utmapp.UTM/Data/Documents/Windows.utm/Data/tpmdata --tpm2
