  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 77033 76778   0  6:16AM ??       133:22.41 /Applications/UTM.app/Contents/XPCServices/QEMUHelper.xpc/Contents/MacOS/QEMULauncher.app/Contents/MacOS/QEMULauncher /Applications/UTM.app/Contents/Frameworks/qemu-aarch64-softmmu.framework/Versions/A/qemu-aarch64-softmmu -L /Users/dabin/Library/Containers/com.utmapp.UTM/Data/Library/Caches/qemu -S -spice unix=on,addr=4653D605-3BA7-4567-AD4D-DC04767E1E02.spice,disable-ticketing=on,image-compression=off,playback-compression=off,streaming-video=off,gl=on -chardev spiceport,name=org.qemu.monitor.qmp.0,id=org.qemu.monitor.qmp -mon chardev=org.qemu.monitor.qmp,mode=control -nodefaults -vga none -device virtio-net-pci,mac=12:20:CF:26:84:D5,netdev=net0 -netdev vmnet-shared,id=net0 -device virtio-ramfb-gl -cpu host -smp cpus=4,sockets=1,cores=4,threads=1 -machine virt -accel hvf -drive if=pflash,format=raw,unit=0,file.filename=/Users/dabin/Library/Containers/com.utmapp.UTM/Data/Library/Caches/qemu/edk2-aarch64-secure-code.fd,file.locking=off,readonly=on -drive if=pflash,unit=1,file=/Users/dabin/Library/Containers/com.utmapp.UTM/Data/Documents/Windows.utm/Data/efi_vars.fd -m 4096 -audiodev spice,id=audio0 -device intel-hda -device hda-duplex,audiodev=audio0 -device nec-usb-xhci,id=usb-bus -device usb-tablet,bus=usb-bus.0 -device usb-mouse,bus=usb-bus.0 -device usb-kbd,bus=usb-bus.0 -device qemu-xhci,id=usb-controller-0 -chardev spicevmc,name=usbredir,id=usbredirchardev0 -device usb-redir,chardev=usbredirchardev0,id=usbredirdev0,bus=usb-controller-0.0 -chardev spicevmc,name=usbredir,id=usbredirchardev1 -device usb-redir,chardev=usbredirchardev1,id=usbredirdev1,bus=usb-controller-0.0 -chardev spicevmc,name=usbredir,id=usbredirchardev2 -device usb-redir,chardev=usbredirchardev2,id=usbredirdev2,bus=usb-controller-0.0 -device usb-storage,drive=drive51DBE886-8C5A-4E1B-B027-8196D920DD16,removable=true,bootindex=0,bus=usb-bus.0 -drive if=none,media=cdrom,id=drive51DBE886-8C5A-4E1B-B027-8196D920DD16,file.filename=/Users/dabin/Downloads/26100.4349.250607-1500.ge_release_svc_refresh_CLIENTCONSUMER_RET_A64FRE_ko-kr.iso,file.locking=off,readonly=on -device nvme,drive=driveD3B9E342-6379-458E-9B26-FD0180C7B5AE,serial=D3B9E342-6379-458E-9B26-FD0180C7B5AE,bootindex=1 -drive if=none,media=disk,id=driveD3B9E342-6379-458E-9B26-FD0180C7B5AE,file.filename=/Users/dabin/Library/Containers/com.utmapp.UTM/Data/Documents/Windows.utm/Data/D3B9E342-6379-458E-9B26-FD0180C7B5AE.qcow2,discard=unmap,detect-zeroes=unmap -device usb-storage,drive=drive7D018550-741E-44FC-ADA7-A6755654D6C8,removable=true,bootindex=2,bus=usb-bus.0 -drive if=none,media=cdrom,id=drive7D018550-741E-44FC-ADA7-A6755654D6C8,file.filename=/Users/dabin/Library/Containers/com.utmapp.UTM/Data/Library/Application Support/GuestSupportTools/utm-guest-tools-latest.iso,file.locking=off,readonly=on -device virtio-serial -device virtserialport,chardev=org.qemu.guest_agent,name=org.qemu.guest_agent.0 -chardev spiceport,name=org.qemu.guest_agent.0,id=org.qemu.guest_agent -device virtserialport,chardev=vdagent,name=com.redhat.spice.0 -chardev spicevmc,id=vdagent,debug=0,name=vdagent -device virtserialport,chardev=charchannel1,id=channel1,name=org.spice-space.webdav.0 -chardev spiceport,name=org.spice-space.webdav.0,id=charchannel1 -name Windows -uuid 4653D605-3BA7-4567-AD4D-DC04767E1E02 -rtc base=localtime -device virtio-rng-pci -chardev socket,id=chrtpm0,path=4653D605-3BA7-4567-AD4D-DC04767E1E02.swtpm -tpmdev emulator,id=tpm0,chardev=chrtpm0 -device tpm-crb-device,tpmdev=tpm0
  501 77104     1   0  6:26AM ??         0:00.36 /usr/libexec/SidecarDisplayAgent
  501 77340 84443   0  6:37AM ??         0:18.87 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1665 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=464177181300 --shared-files --metrics-shmem-handle=1752395122,r,13366249072333900151,7765465914912671895,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=159
  501 77385     1   0  6 925  ??         0:25.11 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Resources/FollowUpUI.app/Contents/MacOS/FollowUpUI
  501 77440     1   0 화03AM ??         0:06.29 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
  501 77559 84443   0  7:07AM ??         0:10.80 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1685 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=465963635609 --shared-files --metrics-shmem-handle=1752395122,r,1640917000347842059,8552695309237605572,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=249
  501 77582     1   0  7:08AM ??         0:00.15 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501 77583     1   0  7:08AM ??         0:00.16 /System/Library/ExtensionKit/Extensions/OfficeThumbnailExtension.appex/Contents/MacOS/OfficeThumbnailExtension
  501 77584     1   0  7:08AM ??         0:00.42 /System/Library/ExtensionKit/Extensions/WebThumbnailExtension.appex/Contents/MacOS/WebThumbnailExtension
  501 77585     1   0  7:08AM ??         0:00.30 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
    0 77696 76781   0  7:13AM ??         0:00.04 rtadvd -c /etc/com.apple.mis.rtadvd.conf -f -s bridge100
  501 77724     1   0  8:24AM ??         0:00.10 /System/Library/CoreServices/rcd.app/Contents/MacOS/rcd
  222 77846     1   0 10:10AM ??         0:00.22 /usr/sbin/netbiosd
    0 78137     1   0  1:53AM ??         0:24.96 /usr/libexec/PerfPowerServices
  501 78227     1   0  2:12AM ??         0:00.15 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
    0 78360     1   0  2:13AM ??         0:00.06 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdsync -s mdworker-scan -c MDSSyncScanWorker -m com.apple.metadata.mds.scan
  501 78522     1   0  2:52AM ??         0:01.63 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
  501 78650     1   0  3:21AM ??         0:00.02 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  501 78663     1   0  3:21AM ??         1:17.34 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
    0 78692     1   0  3:22AM ??         0:00.52 /usr/sbin/systemsoundserverd
  501 78702     1   0  3:22AM ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 78704     1   0  3:22AM ??         0:00.06 /usr/libexec/ptpcamerad
  501 78709     1   0  3:22AM ??         0:00.12 /System/iOSSupport/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501 78710     1   0  3:22AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 78721     1   0  3:23AM ??         1:27.60 /Applications/Microsoft Word.app/Contents/MacOS/Microsoft Word
  501 78736     1   0 화07AM ??         0:04.94 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  501 78747     1   0  3:23AM ??         0:00.91 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 78748     1   0  3:23AM ??         0:00.21 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 78782     1   0  3:24AM ??         0:00.05 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
  501 78787     1   0  3:24AM ??         0:10.23 /usr/libexec/duetexpertd
  501 78788     1   0  3:24AM ??         0:00.00 /Users/dabin/Library/Application Support/iTerm2/iTermServer-3.5.14 /Users/dabin/Library/Application Support/iTerm2/iterm2-daemon-1.socket
  501 78873     1   0  3:24AM ??         0:01.25 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  501 78875     1   0  3:24AM ??         0:00.03 /System/Library/PrivateFrameworks/TextToSpeech.framework/PlugIns/SiriAUSP.appex/Contents/MacOS/SiriAUSP -AppleLanguages ("ko-KR")
  501 78876     1   0  3:24AM ??         0:00.05 /System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP -AppleLanguages ("ko-KR")
  501 78877     1   0  3:24AM ??         0:00.46 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_x86_64.appex/Contents/MacOS/WardaSynthesizer_x86_64 -AppleLanguages ("ko-KR")
  501 78879     1   0  3:24AM ??         0:00.02 /System/Library/PrivateFrameworks/TextToSpeechKonaSupport.framework/Versions/A/PlugIns/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer -AppleLanguages ("ko-KR")
  501 78880     1   0  3:24AM ??         0:00.02 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer_arm64.appex/Contents/MacOS/WardaSynthesizer_arm64 -AppleLanguages ("ko-KR")
  501 78881     1   0  3:24AM ??         0:00.05 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("ko-KR")
  501 78888     1   0  3:24AM ??         0:00.04 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
  501 78889     1   0  3:24AM ??         0:00.04 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
    0 78893     1   0  3:24AM ??         0:00.14 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd -daemon
  501 78901     1   0  3:25AM ??         0:00.03 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501 78916     1   0  3:26AM ??         2:13.49 /Applications/iTerm.app/Contents/MacOS/iTerm2
  501 78919     1   0  3:26AM ??         0:00.51 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
  501 78921     1   0  3:26AM ??         0:00.35 /Applications/iTerm.app/Contents/XPCServices/pidinfo.xpc/Contents/MacOS/pidinfo
  501 79257     1   0  3:27AM ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 79305 84443   0  3:29AM ??         0:33.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1767 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=470468705319 --shared-files --metrics-shmem-handle=1752395122,r,17813888006711851627,5586837822276318061,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=397
  501 79310 84443   0  3:29AM ??         0:35.45 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1771 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=470470121496 --shared-files --metrics-shmem-handle=1752395122,r,7453695705271229687,7024478777941752988,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=397
  501 79314 84443   0  3:29AM ??         0:00.77 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1772 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=470470254712 --shared-files --metrics-shmem-handle=1752395122,r,6515005407114079788,17644210179675002524,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=397
  501 79318 84443   0  3:29AM ??         0:00.22 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1773 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=470471584609 --shared-files --metrics-shmem-handle=1752395122,r,1667991433785218257,8612896207257151725,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=397
  501 80301     1   0  3:34AM ??         0:00.25 /System/Library/Frameworks/Translation.framework/translationd
    0 80315     1   0  3:34AM ??         0:00.13 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 80335     1   0  3:36AM ??         0:00.16 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
  501 80475     1   0  3:37AM ??         0:00.26 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/Versions/A/printtool
  501 81835     1   0  3:44AM ??         0:00.05 /usr/libexec/naturallanguaged
  501 82772     1   0  3:54AM ??         0:00.06 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  501 84443     1   0 수12AM ??        24:39.04 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  501 84445     1   0 수12AM ??         0:00.09 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/dabin/Library/Application Support/Google/Chrome/Crashpad --metrics-dir=/Users/dabin/Library/Application Support/Google/Chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=140.0.7339.133 --handshake-fd=5
  501 84449 84443   0 수12AM ??        36:48.28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (GPU).app/Contents/MacOS/Google Chrome Helper (GPU) --type=gpu-process --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --gpu-preferences=SAAAAAAAAAAgAAAIAAAAAAAAAAAAAGAAAwAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,10955410743419893917,16066867955110714657,262144 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=35
  501 84450 84443   0 수12AM ??         6:14.32 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --shared-files --metrics-shmem-handle=1752395122,r,18366658821226410568,11462632424491598190,524288 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=28
  501 84451 84443   0 수12AM ??         0:08.11 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ko --service-sandbox-type=service --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --shared-files --metrics-shmem-handle=1752395122,r,7132991892078729546,3815614190804321149,524288 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=28
  501 84472 84443   0 수12AM ??         0:47.90 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ko --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --shared-files --metrics-shmem-handle=1752395122,r,10863161588370372381,10066149084691421314,524288 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=339
  501 84473 84443   0 수12AM ??         1:23.74 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Plugin).app/Contents/MacOS/Google Chrome Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ko --service-sandbox-type=none --message-loop-type-ui --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --shared-files --metrics-shmem-handle=1752395122,r,16638472878324183228,5187565103474192258,524288 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000
  501 84709     1   0  8 925  ??         0:16.31 /usr/libexec/SidecarRelay
  501 85027     1   0  8 925  ??         0:21.65 /usr/libexec/tipsd
    0 85264     1   0  4:07AM ??         0:00.02 /usr/libexec/smd
  501 85695     1   0  4:09AM ??         0:09.59 /System/Applications/Photos.app/Contents/MacOS/Photos
  501 85696     1   0  4:09AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 85697     1   0  4:09AM ??         0:00.03 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
  501 85698     1   0  4:09AM ??         0:00.66 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 85699     1   0  4:09AM ??         0:00.13 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 85700     1   0  4:09AM ??         0:00.06 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 85713     1   0  4:10AM ??         0:00.23 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501 85726     1   0  4:11AM ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 85729     1   0  4:11AM ??         0:02.90 /usr/libexec/replayd
    0 85730     1   0  4:11AM ??         0:00.51 /System/Library/PrivateFrameworks/TVIdleServices.framework/idleassetsd
  501 85738 84443   0  4:12AM ??         0:00.12 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1844 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=473037927940 --shared-files --metrics-shmem-handle=1752395122,r,6179620142728689948,10796787060700546349,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=254
    0 85742     1   0  4:12AM ??         0:00.11 /usr/libexec/mobileactivationd
  501 85831     1   0  4:14AM ??         0:07.67 /Applications/Notion.app/Contents/MacOS/Notion
  501 85832 85831   0  4:14AM ??         0:01.47 /Applications/Notion.app/Contents/Frameworks/Notion Helper (GPU).app/Contents/MacOS/Notion Helper (GPU) --type=gpu-process --user-data-dir=/Users/dabin/Library/Application Support/Notion --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=29
  501 85833 85831   0  4:14AM ??         0:01.19 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --user-data-dir=/Users/dabin/Library/Application Support/Notion --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=29
  501 85834 85831   0  4:14AM ??         0:01.89 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/dabin/Library/Application Support/Notion --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
  501 85835 85831   0  4:14AM ??         0:00.41 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/Notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1757879325774166 --launch-time-ticks=473163366720 --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=69
  501 85837 85831   0  4:14AM ??         0:07.52 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/Notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1757879325774166 --launch-time-ticks=473163465261 --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=85
